Formula,sigma bond length_aPbO2,Cation sigma_aPbO2,DeltaH_aPbO2,sigma bond length_bad,Cation sigma_bad,DeltaH_bad,sigma bond length_rut,Cation sigma_rut,DeltaH_rut,rho_aPbO2,rho_bad,rho_rut,Min_rho,Min_Crystal_rho,Min_Crystal_DeltaH,Min_Crystal_sigma
"['Hf', 'Pb', 'Sn', 'Zr']",0.0653968339033733,0.0328956382262125,0.0571400668146031,0.0665376495884989,0.0360345579951982,0.0575418557155336,0.0415800432906595,0.0338700528653066,0.0470336714006576,0.945108430138717,1.008976609216285,0.914431228759358,0.914431228759358,rut,rut,aPbO2
"['Hf', 'Sn', 'Ti', 'Zr']",0.0944547003463981,0.0299359345584294,0.0750966429584929,,,,0.0662548146077351,0.0329201367999715,0.0793317564415199,0.9999999999999999,,1.0782581808583285,0.9999999999999999,aPbO2,aPbO2,aPbO2
"['Ir', 'Pt', 'Rh', 'Ru']",,,,,,,0.1485725194183952,0.0399778282955192,0.0379921655577257,,,1.0097924622165984,1.0097924622165984,rut,rut,rut
"['Hf', 'Pb', 'Sn', 'Ti']",0.0988099843956517,0.0358747466757908,0.1017836160237095,0.1001084917103196,0.0355624056615348,0.1030642276582298,0.0774150632200694,0.0335669510273163,0.0781495357018222,1.279286484118942,1.2835042313966374,1.081724580988763,1.081724580988763,rut,rut,rut
"['Hf', 'Pb', 'Pt', 'Sn']",,,,0.0704572103370044,0.0497151311636765,0.1137108082602624,0.060433360374812,0.0384668583623758,0.0856267067729712,,1.5891449000355744,1.2147544697701327,1.2147544697701327,rut,rut,rut
"['Hf', 'Pt', 'Sn', 'Ti']",0.0667319250285837,0.0437346626211515,0.1187222165522312,0.0669382869410098,0.0464833318458765,0.1093281819506719,0.050231768126378,0.0421276963064623,0.0748493551772737,1.5221165539837938,1.5050772095830773,1.2193872812178894,1.2193872812178894,rut,rut,rut
"['Pb', 'Sn', 'Ti', 'Zr']",0.1025604337095019,0.0370924041130497,0.0962964219658095,0.1054992360957502,0.0372134810769771,0.0904942101464163,0.0856800393148841,0.041021515580832,0.0852594096316066,1.2608651042897503,1.224218336696521,1.2583167916550309,1.224218336696521,bad,rut,aPbO2
"['Hf', 'Pb', 'Ti', 'Zr']",0.1094352621820239,0.0365939528320881,0.1067721156508865,0.1066248986825606,0.035772595462735,0.1089553471445041,0.0863954948870423,0.0335137779890242,0.1030189630345672,1.3258558986635292,1.3290930332186885,1.252039046685919,1.252039046685919,rut,rut,rut
"['Ge', 'Mn', 'Ti', 'V']",,,,0.0861870575016955,0.0608388043762851,0.1167043484391561,0.0472138112055355,0.0486840113485042,0.0541478166840247,,1.809051174116855,1.2579082071952712,1.2579082071952712,rut,rut,rut
"['Ge', 'Hf', 'Sn', 'Ti']",0.0965715512529812,0.0383401789507897,0.1271276663656912,0.0946445385699378,0.0393692601873991,0.1303971439896258,0.0702855021702267,0.0371262150836974,0.1008957428610806,1.501008464218976,1.540225174199375,1.2929003505892993,1.2929003505892993,rut,rut,rut
"['Ir', 'Rh', 'Ru', 'V']",,,,0.042984830761391,0.0395948929039744,0.1308491232723891,0.0368345059574732,0.0444621807149439,0.0830098793302429,,1.546836478418909,1.3091605787125542,1.3091605787125542,rut,rut,bad
"['Ir', 'Pt', 'Rh', 'Ti']",0.0343252849359871,0.043172422195008,0.1350852468511219,,,,0.0330254310331662,0.0467816773828597,0.0788450898097314,1.6302723185469423,,1.3312466851907294,1.3312466851907294,rut,rut,aPbO2
"['Hf', 'Pt', 'Rh', 'Ti']",0.0545201348514773,0.044303785513023,0.1410132951319633,0.0538164861552521,0.0406232081500781,0.1436177839779313,0.047618857060904,0.0464307194535379,0.0812030643959653,1.6905968717767286,1.6581445751107458,1.336946173991888,1.336946173991888,rut,rut,bad
"['Pb', 'Pt', 'Sn', 'Ti']",0.0980208996886183,0.0457041165517339,0.1370096553880992,0.0982646530828339,0.045480304857394,0.1393135731788541,0.0829772998943581,0.0400502536526934,0.10114499674878,1.6821868074702497,1.6955263021341478,1.3423724960278245,1.3423724960278245,rut,rut,rut
"['Ge', 'Hf', 'Sn', 'Zr']",0.0926228963582821,0.0398984953718506,0.1235219945169534,0.0922705351374057,0.038700466887321,0.1370280008635456,0.0666891480482774,0.0346500802760479,0.1174415215661506,1.4969711679760451,1.5812589405221558,1.375761998239093,1.375761998239093,rut,rut,rut
"['Ge', 'Mn', 'Ru', 'V']",0.0656245187066718,0.0611791851587623,0.1314949298674621,0.0616986602494512,0.0599997304926342,0.1260215833729789,0.0445556228059337,0.0512591676077141,0.0694443694113831,1.9029743783032107,1.8484057645462106,1.3760610103236635,1.3760610103236635,rut,rut,rut
"['Ir', 'Pt', 'Rh', 'V']",,,,,,,0.0438795810928614,0.0487662314110373,0.0811664693119,,,1.3823697704298108,1.3823697704298108,rut,rut,rut
"['Hf', 'Pt', 'Sn', 'Zr']",0.0521792834071368,0.0448484648412106,0.1187564955559228,0.0524689183583869,0.0440383041780611,0.1156537010022855,0.0303697005670335,0.0479976883475314,0.0842416835462795,1.5403274935230524,1.5059699270633247,1.3836735293544578,1.3836735293544578,rut,rut,bad
"['Hf', 'Pt', 'Ti', 'Zr']",0.0804725990917089,0.0446153929698379,0.1290633286794236,0.0802318738289661,0.0456878880322999,0.1254066516712821,0.0593143686607984,0.0449052116697487,0.095257673631254,1.6085503801902101,1.59967830328464,1.3890899593177413,1.3890899593177413,rut,rut,aPbO2
"['Ge', 'Mn', 'Rh', 'Ru']",0.0424096068316553,0.0548218821083909,0.135650530883753,0.041301941289594,0.0566470313269439,0.1277241305385903,0.0335178582475129,0.049350180793525,0.0803760237629784,1.8188693129689453,1.7990852972681735,1.3898172750997093,1.3898172750997093,rut,rut,rut
"['Pb', 'Pt', 'Sn', 'Zr']",,,,0.074691150513023,0.0440195438467261,0.1171754261102728,0.0604330607353299,0.0442745134223307,0.0977744324745133,,1.5160594355568837,1.3932917973119177,1.3932917973119177,rut,rut,bad
"['Mn', 'Pt', 'Rh', 'Ru']",,,,,,,0.0262049746155933,0.05857506947347,0.0224454381418972,,,1.3996309435283119,1.3996309435283119,rut,rut,rut
"['Mn', 'Pt', 'Sn', 'Ti']",0.0714828576145335,0.0527824384911126,0.1178281481027827,0.0692492238879803,0.0501698294926218,0.1210288102454182,0.0590119789550907,0.0518229837819808,0.0722410066081185,1.6689259607166944,1.6440877044070812,1.4003934329776977,1.4003934329776977,rut,rut,bad
"['Pt', 'Rh', 'Sn', 'Ti']",0.0551078452629686,0.0376128169979656,0.1580647292519517,0.0530435828060998,0.0364985186637342,0.1639917500327117,0.0415432963364111,0.0440913966591792,0.1026888868887363,1.7333360299425902,1.7685067366565785,1.4211189757649805,1.4211189757649805,rut,rut,bad
"['Ge', 'Mn', 'Pt', 'V']",0.0718983782964989,0.0606444103229765,0.1073459653162958,0.0725017981571155,0.0652335342804837,0.1046960557449567,0.0627434682032094,0.057074686710792,0.0483408968470771,1.7531662457667643,1.8292285183893884,1.4229098839104586,1.4229098839104586,rut,rut,rut
"['Mn', 'Pt', 'Rh', 'Ti']",0.0446429558783021,0.0467268603990449,0.1318430481911452,,,,0.0368888101367973,0.0510214635399932,0.0814660200813772,1.6611266819540635,,1.4285747410596374,1.4285747410596374,rut,rut,aPbO2
"['Hf', 'Mn', 'Rh', 'Ru']",0.0584963251787376,0.0509642263886066,0.1556574787634783,0.0585409290977816,0.0496926717271837,0.1610071278351572,0.049848075362776,0.0426376425765565,0.1090586172396275,1.8966622724388749,1.9173188430813384,1.4383378458510683,1.4383378458510683,rut,rut,rut
"['Pt', 'Sn', 'Ti', 'Zr']",0.078307118167361,0.0456932369635987,0.1450309302348547,0.07888190539756,0.0484597170437163,0.1395523746720979,0.0603578161589425,0.0427420220687137,0.109018036158778,1.7406251666669326,1.742662371238925,1.4397928310450427,1.4397928310450427,rut,rut,rut
"['Pt', 'Sn', 'Ti', 'V']",0.0752652435554321,0.0474551987963003,0.1448196037884423,0.0761506648532074,0.0476864214281334,0.1400662182912819,0.0613019653193343,0.0477956566397426,0.0962958224568746,1.7651957212124056,1.7343957644424115,1.4479983148389008,1.4479983148389008,rut,rut,aPbO2
"['Hf', 'Pb', 'Pt', 'Zr']",0.0779905510620562,0.0492223336388972,0.1241211227324692,0.0790900129934697,0.0475834427927755,0.1233183557789425,0.0621243820162923,0.0460461568458983,0.1019548119067943,1.6485427161037485,1.6160331426689898,1.450712609051117,1.450712609051117,rut,rut,rut
"['Ge', 'Pt', 'Ti', 'V']",0.0641290072566167,0.0475255612572783,0.1654456183709358,0.0605139766756499,0.0436102339115642,0.1662298999627234,0.0500161519041422,0.0464177116563491,0.1010966132845334,1.92016380706528,1.8737677677603226,1.4519935904044943,1.4519935904044943,rut,rut,bad
"['Ge', 'Mn', 'Pt', 'Ru']",0.0473361613012708,0.0550162847456838,0.1243137903670579,0.0470058883657766,0.0607184699294261,0.1226316182604811,0.0399647631889207,0.0540815160626504,0.0733178343040954,1.7489723274480626,1.8412710675626613,1.4520504575230726,1.4520504575230726,rut,rut,rut
"['Pt', 'Rh', 'Sn', 'V']",0.0619362742578318,0.0459311478265023,0.1565928184952989,0.0628665658567097,0.0465450594492554,0.1564675807163427,0.0527851230443268,0.0468847309912631,0.0998851589013911,1.8306082460460713,1.8382942397478406,1.452931482734029,1.452931482734029,rut,rut,aPbO2
"['Pt', 'Rh', 'Ru', 'Sn']",0.0389895369637106,0.0441212958777534,0.1561990689529189,0.0396307552481457,0.0449736494699662,0.1581411944050224,0.0361848335937987,0.0438578127987041,0.1088774025203953,1.8025741910623392,1.8291445084762263,1.457462996066369,1.457462996066369,rut,rut,rut
"['Ir', 'Rh', 'Ru', 'Ti']",0.0378275679056812,0.0402710866371303,0.1750199902231513,0.0393306681691087,0.0389884739762046,0.1640304525858864,0.0356238551938811,0.041929916468631,0.1146796044710809,1.9028081946919908,1.7982243647997593,1.4652387796932824,1.4652387796932824,rut,rut,bad
"['Ge', 'Mn', 'Pt', 'Ti']",0.0562107499150169,0.0486992165616176,0.1299078859480449,0.0570084027450208,0.0516827086015053,0.1249836910227326,0.0424345311085796,0.0553429657549774,0.070857239164658,1.679120069747936,1.6956588858454529,1.467655128197623,1.467655128197623,rut,rut,aPbO2
"['Ge', 'Pt', 'Rh', 'Ti']",0.0474817710894671,0.0366704393600526,0.1680078616362132,0.0479395749645925,0.0379297101681397,0.16632403052746,0.0410252124488915,0.045098266060099,0.1077874146390138,1.8035657520707178,1.804259097099585,1.4713348103148822,1.4713348103148822,rut,rut,aPbO2
"['Hf', 'Rh', 'Sn', 'Ti']",0.0720287393764871,0.0367200950114578,0.1700334815032711,0.0702275572367059,0.0401765817922262,0.1680729692268521,0.0548582238238546,0.0442476319711052,0.1111153095639956,1.8208767647592448,1.8452961295926862,1.4788543893560981,1.4788543893560981,rut,rut,aPbO2
"['Pb', 'Pt', 'Sn', 'V']",0.1146243990600145,0.0628563775031859,0.1068325676088273,0.1125775593109396,0.0648681581638063,0.1055983515573233,0.0997404280863656,0.0502778214110265,0.094328687683526,1.7933933447162997,1.8265754799445497,1.4829948811044524,1.4829948811044524,rut,rut,rut
"['Pt', 'Rh', 'Ru', 'V']",,,,,,,0.0412689291981878,0.0458943257128309,0.1074865753275409,,,1.4830706723993996,1.4830706723993996,rut,rut,rut
"['Hf', 'Mn', 'Pt', 'Ti']",0.0746050840755167,0.0466175085726454,0.1139850621774289,0.0712901162057919,0.0492093950411316,0.1170510916285056,0.0586563183150068,0.0529192710325959,0.0849423160286289,1.53766990426413,1.601814084365312,1.483971885369171,1.483971885369171,rut,rut,aPbO2
"['Ir', 'Mn', 'Pt', 'Ru']",,,,,,,0.0309820464267083,0.0588509683319332,0.0554683449125068,,,1.4849781468999401,1.4849781468999401,rut,rut,rut
"['Ge', 'Hf', 'Mn', 'Ti']",0.0884865352765079,0.0480776841978807,0.1285586201977553,0.0865377626128628,0.0455587472109023,0.1355789760334831,0.0660514671367988,0.0499956463746459,0.0966549594626231,1.6598087229979162,1.6696628638221114,1.4909316444072476,1.4909316444072476,rut,rut,bad
"['Ge', 'Mn', 'Sn', 'Ti']",0.0791521597541155,0.051357109153544,0.1329723066818706,0.0812662322217585,0.0512256836213557,0.1326688996191363,0.0652934300717351,0.0554754656603995,0.0766930356117816,1.7433426662736948,1.739130752119764,1.4961774531675631,1.4961774531675631,rut,rut,bad
"['Pb', 'Pt', 'Rh', 'Sn']",0.0783448084191334,0.0450207439542974,0.1436557410882644,0.0755449741902626,0.0430126858172023,0.1407445145985848,0.070186729385373,0.0426489018172565,0.1176479895029425,1.7206223712435882,1.6698817167127114,1.4973298714519208,1.4973298714519208,rut,rut,rut
"['Ge', 'Hf', 'Pt', 'Ti']",0.0743404843787457,0.0478655988271227,0.144375526811646,0.0749388447733013,0.0493393153401147,0.1486794063872691,0.058109003208591,0.0493165038254216,0.1001520233348882,1.768150450304755,1.8215670518200247,1.4987548554505135,1.4987548554505135,rut,rut,aPbO2
"['Pt', 'Rh', 'Ru', 'Ti']",0.0398535926003048,0.043039697381842,0.1461699061649035,0.0393686755802207,0.0447331187906855,0.1455702291710707,0.0332240456028541,0.050856754364882,0.0957502773399205,1.7110851565102119,1.7306735367374921,1.5019648174430271,1.5019648174430271,rut,rut,aPbO2
"['Hf', 'Pt', 'Rh', 'Sn']",0.0402883287296044,0.0455829688518759,0.1632084132713389,0.0398655739623879,0.0471182181703566,0.1761317589962781,0.0317554050153513,0.0446649183463461,0.1138677756264394,1.8764128498329915,1.997283630302421,1.5041989363498978,1.5041989363498978,rut,rut,rut
"['Hf', 'Sn', 'V', 'Zr']",0.0928582626035963,0.050068219815923,0.1206858516795064,,,,0.0621046207945557,0.0477651802191667,0.1070995121273936,1.6401194918012894,,1.5132409027586609,1.5132409027586609,rut,rut,rut
"['Ge', 'Mn', 'Sn', 'V']",0.0974718587118744,0.059771476323331,0.1090584690390512,0.1003313165682968,0.0640296746173559,0.108528509795696,0.0763630942943566,0.0605604203683429,0.0533002354899059,1.745795314949161,1.8252957823099638,1.5159625391091096,1.5159625391091096,rut,rut,aPbO2
"['Ge', 'Ir', 'Mn', 'Pt']",0.0472982698225457,0.0661048469859133,0.141070410639907,,,,0.0434884019839794,0.0553787145247978,0.0817190549289126,2.050002991992909,,1.517614139028744,1.517614139028744,rut,rut,rut
"['Mn', 'Pt', 'Rh', 'Sn']",0.0447320453462592,0.0542458799459741,0.128187585080953,0.0466907692226005,0.0558892469815659,0.1252945425600682,0.0449555704113103,0.0563475602949732,0.078587224539623,1.7603014897485147,1.7704874748328012,1.5228377083368418,1.5228377083368418,rut,rut,aPbO2
"['Hf', 'Mn', 'Sn', 'Ti']",0.0886126663882047,0.0502359914719866,0.1235881427919567,0.087730466752818,0.0508050008865389,0.1207341421299377,0.0717444631012798,0.0553551986066933,0.0847974009086103,1.6619979148308945,1.6530251662876743,1.532040022033861,1.532040022033861,rut,rut,aPbO2
"['Mn', 'Rh', 'Ru', 'Sn']",,,,0.0539595669347236,0.0549746632779253,0.0975033674659133,0.0499369280553908,0.0604909179175715,0.0608502882223138,,1.5903101642192918,1.53943478960982,1.53943478960982,rut,rut,bad
"['Ge', 'Pt', 'Sn', 'V']",0.0685193204445422,0.0459773169199429,0.166388471483402,0.0692364099812599,0.0468627576099311,0.1662334553418256,0.0598461267967483,0.0491149586622005,0.108280759293593,1.9063049285993425,1.917105052413849,1.5444786153872179,1.5444786153872179,rut,rut,aPbO2
"['Ge', 'Hf', 'Ti', 'Zr']",0.1141023053534035,0.040737024386366,0.1289231413308806,0.1115051631592759,0.0435190484174686,0.1387296889380609,0.0858246327203032,0.041500254392242,0.1474377774294533,1.549043348744842,1.6622357992405694,1.6994718376394877,1.549043348744842,aPbO2,aPbO2,aPbO2
"['Ir', 'Pt', 'Rh', 'Sn']",0.0361325645220166,0.0494979899421428,0.1496644690849313,0.0359213349332533,0.050218957187134,0.1493039879593558,0.0338899191542736,0.0493259365702394,0.1093448536041803,1.8310960516025139,1.8394208630852567,1.5548418919294904,1.5548418919294904,rut,rut,rut
"['Pb', 'Pt', 'Rh', 'Ti']",0.0923881760574118,0.0418644460682345,0.1606610255588316,0.0988577057410507,0.0469195031672498,0.1595621555147071,0.0878554063750615,0.0465986822997749,0.1166836177777179,1.8073050841792049,1.866965362233635,1.5551971424784299,1.5551971424784299,rut,rut,aPbO2
"['Mn', 'Rh', 'Ru', 'V']",,,,0.0577393944055885,0.0630710469368549,0.0823366693554961,0.0536662823105745,0.063979987442435,0.0395307591095219,,1.6794350629146362,1.5564139664460062,1.5564139664460062,rut,rut,bad
"['Mn', 'Ru', 'Sn', 'V']",0.0854728282574294,0.0613173199675374,0.095196483795239,0.0817302106880529,0.0612466499584802,0.1049022368803251,0.0734439644396227,0.0626925038524136,0.0512345397387727,1.7032930973675824,1.7517313182015242,1.5574385652397167,1.5574385652397167,rut,rut,bad
"['Mn', 'Pt', 'Ru', 'Ti']",0.0574672739324443,0.0611258186235787,0.1328980417931404,0.0542490034881099,0.0517007356583492,0.1260965131082372,0.0440685436965126,0.0560975672633357,0.087063436469343,1.9106439733551175,1.7032531314217556,1.5581520495884338,1.5581520495884338,rut,rut,bad
"['Mn', 'Sn', 'Ti', 'Zr']",0.0987397768639436,0.0571523323098664,0.1094709889350085,0.0984531207872145,0.0568955709179422,0.1086778664593595,0.0850110923679065,0.0576385379464729,0.0810413872816937,1.6985085598852292,1.6891575850937206,1.5607273882937667,1.5607273882937667,rut,rut,bad
"['Mn', 'Pt', 'Ru', 'Sn']",0.055157393027092,0.0635031255232649,0.1084831941225665,0.0556371039085721,0.0645350983204574,0.1121468700831584,0.0498064813995074,0.0587980660921563,0.0770256005369951,1.8147633819281144,1.8543874735491923,1.566818269298699,1.566818269298699,rut,rut,rut
"['Pt', 'Rh', 'Ti', 'V']",0.0613350022265438,0.039902772219475,0.156902962145808,0.0631541519295769,0.0428253803918638,0.1583231270644463,0.0504543337921705,0.0520839292522908,0.1035587272734277,1.7524408637664752,1.8015656096408736,1.569828559869954,1.569828559869954,rut,rut,aPbO2
"['Ir', 'Mn', 'Pt', 'Rh']",,,,,,,0.1477794446867545,0.0660781179273638,0.019714972375981,,,1.5718098394957412,1.5718098394957412,rut,rut,rut
"['Ir', 'Mn', 'Pt', 'Ti']",0.058508211200951,0.0597593111043379,0.1291773016549786,,,,0.050707694256831,0.0586616788792211,0.0793348418070092,1.8633144743932162,,1.5741646232428115,1.5741646232428115,rut,rut,rut
"['Mn', 'Pt', 'Ti', 'Zr']",0.0874634555555687,0.054170134529386,0.1286164343266183,0.0891111887610508,0.0536114104075993,0.1299492170910507,0.0688958201107896,0.0553445375662825,0.0932842116467735,1.7617728933307846,1.7609083204255536,1.5749553611835547,1.5749553611835547,rut,rut,bad
"['Rh', 'Sn', 'Ti', 'Zr']",0.0842654056782014,0.0407939265154897,0.1869813316069395,0.0837689982421444,0.0385089592792912,0.1804860704351147,0.0645500479129483,0.0412546187531444,0.1315401178653692,2.007044439176855,1.9275665681917855,1.5759588721755633,1.5759588721755633,rut,rut,bad
"['Ge', 'Ir', 'Pt', 'Rh']",0.0399486137174904,0.0471586875474082,0.1610952762707347,,,,0.0354144748340772,0.0495972495571056,0.1124915545344036,1.8819405727527014,,1.5793661300989301,1.5793661300989301,rut,rut,aPbO2
"['Ge', 'Mn', 'Ru', 'Sn']",0.072013289479752,0.0557338206282729,0.1566002812706965,0.0733793834179955,0.0554371629064261,0.1602065806205193,0.0623331158378531,0.0566404416526778,0.0893107273117781,1.9767059226724064,1.9975635402719878,1.5802299405514206,1.5802299405514206,rut,rut,bad
"['Hf', 'Mn', 'Ti', 'Zr']",0.1002863858105716,0.050113700611174,0.1244902168364738,0.1009572260122501,0.0523200190180132,0.117390413314304,0.0766691342963094,0.0494845267571893,0.1131357341240821,1.6659024584046493,1.6580315509406311,1.5814715270320192,1.5814715270320192,rut,rut,rut
"['Ge', 'Sn', 'Ti', 'V']",0.0912442336191157,0.0452364773770087,0.1740435454116085,0.0914900722742657,0.0433037902934045,0.1712501941274471,0.0697425482387193,0.0464951722248197,0.1209388581799988,1.956360792865919,1.9095439286132236,1.5820587189224045,1.5820587189224045,rut,rut,bad
"['Mn', 'Sn', 'Ti', 'V']",0.1053263992185151,0.0695333792929203,0.093240145183933,0.1063173776980861,0.0634346595087384,0.0921582421315916,0.0838944385144499,0.0634594936623901,0.0544034748237995,1.8623499490785014,1.7315062476187142,1.584070442721494,1.584070442721494,rut,rut,bad
"['Ge', 'Sn', 'Ti', 'Zr']",0.1026646592395873,0.04710544548739,0.1462602910995896,0.104985119723582,0.043892995742507,0.1380389400395776,0.0803600460050453,0.0403739264476671,0.1343297042453661,1.7704924467777217,1.662623086597068,1.5840747845987846,1.5840747845987846,rut,rut,rut
"['Hf', 'Pb', 'Pt', 'Ti']",0.1126351844674923,0.0749661837899157,0.2227903430195654,0.0982421331883402,0.0506141483856106,0.139566143968179,0.0875701674297623,0.0543903548339361,0.098459717768855,2.7452248665500467,1.7765987486181263,1.584313242510837,1.584313242510837,rut,rut,bad
"['Pb', 'Sn', 'V', 'Zr']",0.1240835229484009,0.0702338924731012,0.0873005925266081,0.126499509515321,0.0737837454708522,0.0821074773763879,0.0938825019806725,0.0553461645413577,0.0952402607609013,1.8514591618438911,1.906604748245299,1.5853326151026137,1.5853326151026137,rut,bad,rut
"['Ge', 'Mn', 'Pt', 'Rh']",0.0396349210479193,0.0545416325999156,0.1366159364037091,,,,0.0364240066158174,0.0579152974835649,0.0861469254544271,1.820573944715588,,1.5904063314828134,1.5904063314828134,rut,rut,aPbO2
"['Hf', 'Pt', 'Sn', 'V']",0.0694444623358996,0.0606905016489143,0.1385028448916054,0.0678327280920234,0.0558748844682787,0.1341435186851258,0.0529484373752118,0.0563102907438716,0.0931495711478378,1.937998755915401,1.8268204777166432,1.5932425043984315,1.5932425043984315,rut,rut,bad
"['Mn', 'Pb', 'Pt', 'Sn']",0.0879726077573161,0.050410587399638,0.1413463633126728,0.0891969867378056,0.0557373271990748,0.1299984056933443,0.081600367259977,0.0514008960322003,0.1108504866085677,1.7858239191896201,1.7976743544094969,1.6011052568503044,1.6011052568503044,rut,rut,aPbO2
"['Ir', 'Rh', 'Ti', 'V']",0.0572928232776118,0.0497948597414457,0.1770675309266707,0.0539835598782422,0.0445840848825501,0.1777677098169157,0.0472233834136459,0.0499240341886328,0.1154013194931344,2.040385949123522,1.9775784175359516,1.603538118345883,1.603538118345883,rut,rut,bad
"['Ge', 'Mn', 'Rh', 'V']",0.0644923201060823,0.0627762338587802,0.1566786529780008,0.0695568510622287,0.0590563263050653,0.1573144322798567,0.0499703121797702,0.0568610966726755,0.093192397682702,2.09169660149981,2.0347073728589025,1.604340494436489,1.604340494436489,rut,rut,rut
"['Hf', 'Pb', 'Rh', 'Sn']",,,,0.0748126678116816,0.038720513795079,0.1866353437865395,0.0623047342664808,0.0382858301775227,0.1409505574496332,,1.9811061908903085,1.6060024042756151,1.6060024042756151,rut,rut,rut
"['Hf', 'Mn', 'Pt', 'Rh']",0.0491629422280687,0.0551624277907394,0.1580864183018757,0.0517037599432221,0.0529019387483857,0.1553777684622392,0.0445205970576752,0.0509125717921528,0.1132554136007986,1.9782507513811074,1.9240338053224517,1.6073103451515502,1.6073103451515502,rut,rut,rut
"['Ge', 'Hf', 'Pt', 'Sn']",0.0686618097196759,0.0480993229846878,0.1665592911124553,0.0690416217316186,0.050236659217165,0.162451795892216,0.0580144443516853,0.0480126083379575,0.1228748593631037,1.9366007262688612,1.9359419499797688,1.620115074512081,1.620115074512081,rut,rut,rut
"['Pb', 'Pt', 'Ti', 'Zr']",0.106594538092703,0.0498463215551474,0.1492129374476372,0.1065016380662514,0.0533426927049494,0.144680822321086,0.0886241220164233,0.0475081375107507,0.1247132013036393,1.8330998502907305,1.8556560075993922,1.624266358090347,1.624266358090347,rut,rut,rut
"['Mn', 'Ru', 'Ti', 'V']",0.0774078005503247,0.0530419687802248,0.1264545474063583,0.0759051294999131,0.0505130896175534,0.1247372600230081,0.0568069658199767,0.0605340069632998,0.0820825424964022,1.7284297363166221,1.6742499297809048,1.6253719361145662,1.6253719361145662,rut,rut,bad
"['Ge', 'Pt', 'Ti', 'Zr']",0.0902350311354955,0.0491099016099605,0.1821420018577715,0.0890979622638372,0.0470562198247342,0.1778653557037461,0.0720908489491605,0.0411472910731256,0.138366359742692,2.070504011333945,2.0100482717351382,1.6254426421783477,1.6254426421783477,rut,rut,rut
"['Hf', 'Mn', 'Pt', 'Sn']",0.0615703487182885,0.0559851924126213,0.1278704680460389,0.0607539974711485,0.0514236967366155,0.1259499754113857,0.0519915447998914,0.0606821043381704,0.0816050502080099,1.788416360092175,1.6976032171438733,1.6263210729776354,1.6263210729776354,rut,rut,bad
"['Hf', 'Rh', 'Ru', 'Ti']",0.0641222391227328,0.0381525788182801,0.1958631190336719,0.0628328368584822,0.0396542768765899,0.1911419630609083,0.0523096912283142,0.0396028473011908,0.1415939734019149,2.0526468168562775,2.028930108012173,1.628678933618214,1.628678933618214,rut,rut,aPbO2
"['Ir', 'Rh', 'Ru', 'Sn']",0.0421951709415853,0.0442712295601258,0.1750241442241948,0.0425746688876794,0.0479100921505656,0.1744278553923619,0.0381850081168971,0.0518495552131588,0.1143004474640347,1.9517918649944392,1.9945346093952725,1.6304146473291554,1.6304146473291554,rut,rut,aPbO2
"['Hf', 'Pb', 'Sn', 'V']",0.1167822395120939,0.0646604129165442,0.1017030872287083,0.1190647284932764,0.0713321325411509,0.0964445404055087,0.096210880235516,0.0607654608826909,0.0828484362362917,1.802712374022527,1.9140554646264276,1.6336149005636253,1.6336149005636253,rut,rut,rut
"['Ge', 'Pt', 'Rh', 'V']",0.0619208798041533,0.0455450755328359,0.1707030849899675,0.0635551057728084,0.0501598539579784,0.1649179123398569,0.0558911208421198,0.0513796816438499,0.1163097049246397,1.9341344027226393,1.953240190725646,1.6347081074652665,1.6347081074652665,rut,rut,aPbO2
"['Ir', 'Mn', 'Pt', 'V']",,,,0.0708021789442409,0.0766218729800861,0.0935835607431849,0.0622920635840097,0.0645971834617749,0.0629912452629151,,2.01297510248212,1.6370546105777821,1.6370546105777821,rut,rut,rut
"['Ir', 'Pb', 'Pt', 'Rh']",0.0844020300604301,0.0659700395850376,0.0742047678891522,0.0933360372496287,0.0613545827209156,0.0816644256989063,0.0842957455907608,0.0705095869721885,0.0550557157547286,1.7077345356129952,1.6405998517160167,1.7442982612629474,1.6405998517160167,bad,rut,bad
"['Ge', 'Mn', 'Ru', 'Ti']",,,,0.0616775817345665,0.0413360391554441,0.1551315422782213,0.0412443994623433,0.0546002427946111,0.1083240030377883,,1.756988014933136,1.6442805511892868,1.6442805511892868,rut,rut,bad
"['Ge', 'Ir', 'Mn', 'Rh']",,,,0.043363328104232,0.0672883211990874,0.1471458418110787,0.0354405060395302,0.0606217718537519,0.0862692672790013,,2.1085159766692985,1.6462861595362372,1.6462861595362372,rut,rut,rut
"['Pt', 'Rh', 'Ti', 'Zr']",0.0695341033614613,0.0435350749386737,0.1862194101732912,0.0699067674770568,0.0477675395437375,0.1767502104462304,0.0549976805643343,0.0467513050779996,0.1297106151563811,2.032729299724755,2.01068802509954,1.6465621428152635,1.6465621428152635,rut,rut,aPbO2
"['Hf', 'Mn', 'Ru', 'Sn']",0.0740120746574259,0.055688466154252,0.1560686748377744,0.0740187157691892,0.0580252123000584,0.1595877976828799,0.0609751960748926,0.0507600511666023,0.120882205925449,1.972260112143643,2.0338513980694493,1.6532140913291289,1.6532140913291289,rut,rut,rut
