Formula,sigma bond length_aPbO2,Cation sigma_aPbO2,DeltaH_aPbO2,sigma bond length_bad,Cation sigma_bad,DeltaH_bad,sigma bond length_rut,Cation sigma_rut,DeltaH_rut,rho_aPbO2,rho_bad,rho_rut,Min_rho,Min_Crystal_rho,Min_Crystal_DeltaH,Min_Crystal_sigma
"['Ir', 'Mn', 'Pt', 'Sn']",0.0536089738529048,0.0653152493650352,0.121302202992803,0.0531782614025609,0.0697089658190949,0.1170735417560298,0.0495544607169085,0.0716309796695838,0.0819864660527631,1.9195747793295168,1.9815137983538593,1.8597641506936422,1.8597641506936422,rut,rut,aPbO2
"['Hf', 'Ir', 'Mn', 'Ti']",0.0778396878053762,0.0600500754320223,0.1660201392004099,0.0772814219249041,0.0587222844686028,0.1687062450996714,0.0686769708290356,0.0631963831579368,0.1178980673252683,2.110838290131207,2.1088775292846718,1.8602818477333087,1.8602818477333087,rut,rut,bad
"['Hf', 'Mn', 'Ru', 'V']",0.0871349703635064,0.0639226622588805,0.1436884597977981,0.0903063154781249,0.0676560840610237,0.1434063199650497,0.0730521920214407,0.0642523048817353,0.1148342279398244,2.0273871369142946,2.0921751676069182,1.8634681844210486,1.8634681844210486,rut,rut,aPbO2
"['Mn', 'Nb', 'Sn', 'V']",,,,0.1125461564908984,0.0642917216414895,0.1151662724035089,0.0939707860179146,0.0835217388816148,0.1031429711951146,,1.8660417027543015,2.1989325860543922,1.8660417027543015,bad,rut,bad
"['Ge', 'Ir', 'Rh', 'Ru']",0.0390037292010876,0.0434377363722472,0.2002918455133544,0.0390784586377378,0.0467319379489019,0.2031643162026268,0.0345762547415092,0.0508267834530162,0.1522030373850027,2.146975045313363,2.208614792744468,1.869554238868239,1.869554238868239,rut,rut,aPbO2
"['Hf', 'Ti', 'V', 'Zr']",0.1142671253245086,0.0522953104334145,0.1493654911582203,0.1118545682871459,0.0533672218741932,0.1527737820865615,0.0841988823086635,0.0564152106564899,0.1483318947563807,1.8718594094739962,1.9126814661584843,1.9304049816894975,1.8718594094739962,aPbO2,rut,aPbO2
"['Ge', 'Pb', 'Sn', 'Ti']",0.1210459747582176,0.0422775546270997,0.1833074559133347,0.1334139094201692,0.0423198389991621,0.1863631256707751,0.1018397507221407,0.0465602249382988,0.1610317175225741,1.9940858703128415,2.019535619555771,1.8731235911577087,1.8731235911577087,rut,rut,aPbO2
"['Hf', 'Ir', 'Pt', 'Rh']",0.0369578352627044,0.0672275603171451,0.1508195828427494,,,,0.0324922996354548,0.0688384770465084,0.0998777747878127,2.1303359344011827,,1.8783896739215542,1.8783896739215542,rut,rut,aPbO2
"['Ir', 'Mn', 'Sn', 'V']",0.0887117443176662,0.0764726900646375,0.1073129182918064,0.0903030915636562,0.0689458184788483,0.099656483894047,0.0787712155821651,0.0821104564214667,0.0631093514802136,2.0697504456301323,1.8795437787640883,2.028494613166081,1.8795437787640883,bad,rut,bad
"['Hf', 'Pb', 'Ti', 'V']",0.1386148874593683,0.0679460238701804,0.1293330730459754,0.1474906891263659,0.0771986285984331,0.1263376884573883,0.115223235712549,0.061582400645305,0.1265917632606363,2.014652772894392,2.177203713488519,1.880620789627104,1.880620789627104,rut,bad,rut
"['Pb', 'Pt', 'Ru', 'Sn']",0.0909838503432603,0.0705601369078535,0.1637828848220195,0.093131983005656,0.0640943796029897,0.1590447737574294,0.0791057897766931,0.0587363215880674,0.1348463220755711,2.2707070834147047,2.129491311844808,1.8806941940273023,1.8806941940273023,rut,rut,rut
"['Ge', 'Mn', 'Ru', 'Zr']",0.0994833635023213,0.0585018214462242,0.1756142540141976,0.097304295199028,0.0633198790846766,0.1825046205005929,0.0772035045645152,0.0563901528575516,0.1410286870635477,2.154954733247714,2.278175248217616,1.8808306943420952,1.8808306943420952,rut,rut,rut
"['Pb', 'Pt', 'Ru', 'Ti']",0.1108649829928814,0.0657754101869404,0.1753405519031652,0.1136652426578441,0.0669521672581247,0.1773878592688014,0.1217366138998987,0.0603342406159062,0.1303573174092669,2.2670807049098998,2.300178973997117,1.8808552155918505,1.8808552155918505,rut,rut,rut
"['Hf', 'Pb', 'Pt', 'V']",0.1180853102080776,0.0713679781497399,0.1284228887661713,0.1199529257675049,0.0740758867811708,0.1158608295553316,0.1065255719204698,0.0687041630046047,0.1014950262963312,2.074610393496763,2.061959831833145,1.8833253926786708,1.8833253926786708,rut,rut,rut
"['Ir', 'Mn', 'Ru', 'Ti']",0.0560804873853826,0.0564727343157207,0.1728153456544943,0.0582503721547956,0.053663951036784,0.180371295879957,0.0506009407661572,0.0662223905173429,0.1115961366108733,2.1040921209823185,2.11924756522665,1.8843893369610836,1.8843893369610836,rut,rut,bad
"['Mn', 'Ru', 'V', 'Zr']",0.102465205873678,0.0593156953969179,0.1383190936032976,0.1027904530616724,0.0683967703895098,0.1340260983550374,0.0846239821717358,0.0626193282296806,0.1248460489399727,1.9129239750225784,2.0500473359760756,1.8893580173062148,1.8893580173062148,rut,rut,aPbO2
"['Ir', 'Pb', 'Pt', 'Sn']",0.0894125284706944,0.0734805838700534,0.1339530732784757,0.0875595828866919,0.0683981656917379,0.1350301862269516,0.0799799811435497,0.0671001419445918,0.109275121861823,2.1455502825885335,2.055906779375787,1.8896464807548503,1.8896464807548503,rut,rut,rut
"['Ir', 'Pb', 'Rh', 'Sn']",,,,0.09226232464658,0.0616939437387432,0.1398289923849525,0.0813477736989341,0.0659069314985652,0.113766919880998,,1.9639455695933852,1.8897199517223928,1.8897199517223928,rut,rut,bad
"['Mn', 'Sn', 'V', 'Zr']",0.1237936444391649,0.077541736506112,0.0856263707700675,0.1234360857392833,0.0777847175989731,0.0865340441597828,0.1013969165159674,0.0750334106927672,0.0698769960875109,2.0011894446586638,2.0098932821095135,1.8905280782501441,1.8905280782501441,rut,rut,rut
"['Hf', 'Pt', 'Ru', 'Sn']",0.0459075739470685,0.0580307791395424,0.2033483375409481,0.0454903847788785,0.0651819749736718,0.2052444058844429,0.0355086949563475,0.0497572652057503,0.1577192539302352,2.3547906522315465,2.470897325012045,1.8938811200160939,1.8938811200160939,rut,rut,rut
"['Mn', 'Ru', 'Ti', 'Zr']",0.0993103009764626,0.050843423499981,0.157689664488279,0.0979087526677657,0.0555723538496761,0.1505222679041953,0.0813949968341412,0.0584639352746226,0.1377462176297594,1.9096918469951956,1.931796390952583,1.8945406508965412,1.8945406508965412,rut,rut,aPbO2
"['Ge', 'Pb', 'Pt', 'Sn']",0.1001717020843161,0.0475273576770087,0.2057896622135162,0.097306778281167,0.0460615921134923,0.1927387294969849,0.0903738962785056,0.0403323868518722,0.174085167932998,2.239419710960594,2.1159693980097356,1.895917035719424,1.895917035719424,rut,rut,rut
"['Ge', 'Pb', 'Ti', 'Zr']",0.1367438400005112,0.0497068710773444,0.1894411048435236,0.1363876324686926,0.0485612794597439,0.184145614539271,0.1208094959353482,0.0442924555175393,0.1693626807656754,2.135501402848176,2.078979972615176,1.907269373786483,1.907269373786483,rut,rut,rut
"['Ir', 'Mn', 'Pb', 'Ti']",0.1239482062850556,0.0693765870758846,0.1645610637728909,0.1240290541572391,0.070582357610505,0.1617002412824506,0.1264101335223963,0.0624453811298742,0.1285468242337986,2.2552954907997207,2.2578221352939023,1.9080558633245672,1.9080558633245672,rut,rut,rut
"['Pb', 'Pt', 'Rh', 'Zr']",0.0877690406350684,0.0517846605549899,0.1777228516968536,0.0898812546335159,0.05575605776676,0.173661255639133,0.0741655839752897,0.0503031244394416,0.1588204212448589,2.072814550955722,2.0995983301173458,1.9100165535561873,1.9100165535561873,rut,rut,rut
"['Mn', 'Rh', 'Sn', 'Zr']",0.0753737795305696,0.0646373429736973,0.1896115910420226,0.0775318984160401,0.0580063767520425,0.1909246815767806,0.0620477707021147,0.0507236378173576,0.1580709712089278,2.349172480186525,2.2603481081365295,1.9107092364138492,1.9107092364138492,rut,rut,rut
"['Pt', 'Ti', 'V', 'Zr']",0.091619444607164,0.057691135679871,0.1628585689063344,0.0953211739491479,0.0576772244876383,0.1648396395602995,0.0688856834571483,0.0620040388616163,0.1304016932985385,2.0514600003707986,2.065224040337812,1.911182242270875,1.911182242270875,rut,rut,bad
"['Hf', 'Mn', 'Nb', 'Sn']",0.0975435361447503,0.0707804736448301,0.1006786616081143,0.0985991481150211,0.0704373399721022,0.0999282346500365,0.081734974379878,0.0810716195357255,0.0814986631873075,1.9219435837109053,1.9114090296899726,2.063002275009353,1.9114090296899726,bad,rut,bad
"['Ce', 'Hf', 'Pb', 'Sn']",0.0837294547937675,0.0446150055659995,0.169552349240484,0.089977633066866,0.0460670862393933,0.173232075141418,0.0626479692027977,0.0452214258542373,0.1917097762047257,1.9129494679142824,1.9607843453901894,2.0974900658253275,1.9129494679142824,aPbO2,aPbO2,aPbO2
"['Hf', 'Mn', 'Pb', 'Sn']",0.0880995018840525,0.0524730304999415,0.1895150992592098,0.0907130455356547,0.052511375330776,0.1883972207189037,0.075363258900476,0.0487770198666358,0.1624579632983609,2.172682822139174,2.1645649127810107,1.91504924501603,1.91504924501603,rut,rut,rut
"['Pb', 'Rh', 'Ti', 'Zr']",0.1096883327554098,0.0450864622434619,0.2143817206040399,0.1119159559335175,0.0406281110574379,0.2016183930044786,0.0893070576804271,0.0433277475045687,0.1720032680694014,2.2823121898217416,2.1272024956131874,1.9158377374640796,1.9158377374640796,rut,rut,bad
"['Ge', 'Hf', 'Mn', 'Ru']",0.0790876645113666,0.0568346031875098,0.1988322229729195,0.0796896254104274,0.0537515796067022,0.1809651636852418,0.0607935522161709,0.0572783819468417,0.1444216636112276,2.303767787345241,2.1249675682748603,1.9182609753587496,1.9182609753587496,rut,rut,bad
"['Mn', 'Pb', 'Rh', 'Ru']",,,,0.0980216013669242,0.0654512191352087,0.1209420399381127,0.0973312863338205,0.0741841683838481,0.0864552259294146,,1.9201438009180536,1.932142725629936,1.9201438009180536,bad,rut,bad
"['Ge', 'Pb', 'Sn', 'Zr']",0.1118526621948929,0.0434806801265569,0.1729999914348559,0.113715658251679,0.0510484461092319,0.1709465388843218,0.0890129740657502,0.0453268020618301,0.1693618220962163,1.925702249824662,2.011179613915082,1.920773248989393,1.920773248989393,rut,rut,aPbO2
"['Ge', 'Pt', 'Sn', 'Zr']",0.0806911049573413,0.0486448094447346,0.187907015383745,0.080669698268222,0.0463190109662168,0.187632941693943,0.0649896802134831,0.0476833319605002,0.1652680651437368,2.1096830512101565,2.0780778818596355,1.92099032611349,1.92099032611349,rut,rut,bad
"['Ge', 'Mn', 'Nb', 'V']",,,,0.1085387464800643,0.0650673587415411,0.1588918936560821,0.0872951370241478,0.0642662187511096,0.1260648853947463,,2.1448870738172334,1.927012643327428,1.927012643327428,rut,rut,rut
"['Pb', 'Pt', 'Ti', 'V']",0.1281947869073554,0.0689729768258479,0.1393794979851081,0.1337524884739176,0.0741610539811805,0.1435967276793777,0.1110633990704364,0.0683969892626203,0.1117536706659914,2.092038263632737,2.212859458657433,1.9280494358922755,1.9280494358922755,rut,rut,rut
"['Mn', 'Nb', 'Rh', 'Ti']",0.0841591810529032,0.0573176603346947,0.1667114121266237,0.0800830456148202,0.0545543878351485,0.1651955662553916,0.0673747619637708,0.0620039792277128,0.1331965589773389,2.072945315557743,2.0199057295014753,1.9281938100163047,1.9281938100163047,rut,rut,bad
"['Pb', 'Rh', 'Ru', 'Ti']",0.1102225996869893,0.0472244504013171,0.1851345075629291,0.113293163877348,0.0505210202422996,0.1873728793152453,0.097769078951045,0.0566716460128297,0.1475496391417801,2.069563075147108,2.1299760369237304,1.9292802757080205,1.9292802757080205,rut,rut,aPbO2
"['Mn', 'Nb', 'Pb', 'Sn']",0.1078380216575087,0.0720188790851705,0.1045920972485028,0.1089122320644923,0.0748671363235829,0.1155534080466473,0.0982307526915482,0.0703588606048861,0.1051642990617089,1.9656440417828518,2.076324703234393,1.9345619089433896,1.9345619089433896,rut,aPbO2,rut
"['Ir', 'Mn', 'Pb', 'Rh']",,,,0.1091827256370294,0.0721049556797669,0.0987668369811709,0.0951782152387443,0.0779238968148973,0.0635656797590238,,1.9405281460765078,1.9354849626998236,1.9354849626998236,rut,rut,bad
"['Mn', 'Nb', 'Ti', 'Zr']",0.1302025749973608,0.0687929033608548,0.1132569183363756,0.1276840050037215,0.0696143838712555,0.1100357354353676,0.1115420705935062,0.0677903134328381,0.1158176522784799,1.9436224381865874,1.9435366051721565,1.9373368692579134,1.9373368692579134,rut,bad,rut
"['Mn', 'Pb', 'Pt', 'V']",,,,0.1385112707755137,0.074879198480793,0.0843053551633881,,,,,1.9386674030031452,,1.9386674030031452,bad,bad,bad
"['Ir', 'Pt', 'Ru', 'Ti']",,,,,,,0.0294139589704097,0.045491604543621,0.1715219423872449,,,1.939846779328911,1.939846779328911,rut,rut,rut
"['Ir', 'Mn', 'Ru', 'Sn']",0.0563604117354441,0.0684494628057006,0.1455785185301534,0.0593688324310293,0.063420668154657,0.1453065115726195,0.0521143530829757,0.0721534766683011,0.0991959547645064,2.119693276691093,2.028815054804198,1.9434727742129245,1.9434727742129245,rut,rut,bad
"['Ge', 'Hf', 'Rh', 'Sn']",0.0711016984887402,0.0469942134582653,0.2346854493248784,0.0710934783929178,0.0418310892059358,0.2382615167929564,0.0593711646306618,0.0419941170474005,0.1775304482161352,2.472921515920846,2.451410336532905,1.9437679449395247,1.9437679449395247,rut,rut,bad
"['Ir', 'Mn', 'Pb', 'Sn']",,,,0.1058254234794297,0.0722808915142422,0.1307312718378286,0.0921464456568588,0.0726104982894603,0.0971793587060938,,2.1048074491848534,1.9439365469836676,1.9439365469836676,rut,rut,bad
"['Ir', 'Pt', 'Sn', 'Ti']",0.0521410481270366,0.0517453721879649,0.2071919648723783,0.0517123002702594,0.0510820054639076,0.2041053502260963,0.0431522144663678,0.0540262736090521,0.1558800515853233,2.302166955018581,2.269219905417907,1.9449534671341677,1.9449534671341677,rut,rut,bad
"['Pb', 'Pt', 'Rh', 'V']",,,,0.1193371997102687,0.0650647711417474,0.126816528512955,,,,,1.946240539210512,,1.946240539210512,bad,bad,bad
"['Pb', 'Rh', 'Sn', 'V']",0.1157679618557808,0.0554738715917582,0.1580207477133779,0.119210151411219,0.0604888902359512,0.1516961874070741,0.1036688581625382,0.0642935792315063,0.1294148683342708,1.9826397393816588,2.0203121646687205,1.9471056390390664,1.9471056390390664,rut,rut,aPbO2
"['Hf', 'Mn', 'Ru', 'Zr']",0.0921868439477316,0.0560792140641374,0.1575365493360916,0.0869099298772405,0.0495528760890383,0.1655181705808655,0.0691989148533348,0.0564516914398472,0.1657391871415381,1.988715648343605,1.9490932616313068,2.052675704260856,1.9490932616313068,bad,aPbO2,bad
"['Ge', 'Pt', 'Rh', 'Ru']",0.081969044979832,0.0459069371925738,0.1720436272241414,,,,,,,1.9493783779660507,,,1.9493783779660507,aPbO2,aPbO2,aPbO2
"['Pt', 'Ru', 'Sn', 'Ti']",0.05759891232638,0.0497369680092728,0.2072148532938733,0.0544170432386534,0.0474522777262109,0.2190399674973839,0.0456086863906853,0.0544004369578279,0.1557102384939668,2.2775198122996487,2.3473605091691514,1.9495609405123813,1.9495609405123813,rut,rut,bad
"['Hf', 'Ir', 'Pb', 'Sn']",0.0859918081878121,0.0654400448463884,0.1696513630003409,0.0863602782935866,0.0581004123729762,0.1717600037230084,0.0752793369073794,0.0593882874707345,0.1440668571256438,2.222855655917549,2.121087288701986,1.9514069824668752,1.9514069824668752,rut,rut,bad
"['Hf', 'Ir', 'Rh', 'Ru']",0.0432286451726446,0.0581836578382338,0.1953749303472518,0.0425507177122384,0.0579989051934961,0.2019856708543903,0.0390264606902755,0.0625191579385693,0.1359292239440561,2.296319782223722,2.343929481592931,1.9542076027471813,1.9542076027471813,rut,rut,bad
"['Pb', 'Rh', 'Sn', 'Ti']",0.098817748454829,0.0409871552787035,0.1972998626594506,0.0955364895029319,0.0396209776550737,0.1932938087034319,0.0825944552112191,0.0568702442436473,0.1509459887739925,2.0948988793112617,2.0465650291959747,1.9556550737851672,1.9556550737851672,rut,rut,bad
"['Mn', 'Pb', 'Sn', 'Zr']",0.0917735374288764,0.0602846623289872,0.1751786838615592,0.0944693737140524,0.0564541929917567,0.1660281284631954,0.0744638610609969,0.0584972665064106,0.1472892360235951,2.1790918508532653,2.0547832528091727,1.9577088631614474,1.9577088631614474,rut,rut,bad
"['Pb', 'Ru', 'Sn', 'Zr']",0.0972164154558229,0.0610148170181836,0.1750151726202213,0.0979042031119966,0.0669000680677439,0.1837470298881287,0.0799376039795392,0.0545258376153577,0.1567804880190992,2.1892417595378384,2.3431906432002485,1.959096922348339,1.959096922348339,rut,rut,rut
"['Hf', 'Mn', 'Pt', 'V']",0.0952322515106057,0.0710134968613966,0.1075215614544875,0.0891029194077048,0.0752668056340824,0.1140211600118954,,,,1.9592385575375066,2.076876268444968,,1.9592385575375066,aPbO2,aPbO2,aPbO2
"['Ge', 'Hf', 'Pb', 'Zr']",0.1180551273762293,0.0473783417339171,0.1847341824769293,0.1153438791522083,0.044855378585496,0.1774308659229495,0.0916793036679274,0.0440967273353917,0.1762437873966851,2.0683535335585455,1.978319102766713,1.9593039188644066,1.9593039188644066,rut,rut,rut
"['Ir', 'Pt', 'Sn', 'V']",0.0544608981987317,0.0499724922724988,0.186495018187828,0.0523213803822124,0.0512960732133968,0.1905304372844876,0.0450826048527843,0.0612490660521583,0.1411911857844936,2.1158789841388725,2.164860426458042,1.9648169376420495,1.9648169376420495,rut,rut,aPbO2
"['Mn', 'Pb', 'Ru', 'Ti']",0.1256862323019926,0.0670730563468737,0.1751400013408517,0.125943837655151,0.0598583209115355,0.1700036154834858,0.1085340710402496,0.0600310291168553,0.1445459797450734,2.286833143620595,2.135763377920097,1.9654704368345408,1.9654704368345408,rut,rut,bad
"['Mn', 'Pt', 'Rh', 'Zr']",0.064257873647849,0.0628400970839103,0.1748929286487008,0.0686177967535534,0.065237799016379,0.1692170850291159,0.0558600148830419,0.0653717408354751,0.1291938949669724,2.217006911787656,2.2165951439730684,1.9657449899219182,1.9657449899219182,rut,rut,aPbO2
"['Pb', 'Rh', 'Ru', 'V']",0.1239745678512574,0.0627108793245287,0.1471591392573374,0.1262405069553653,0.0645982181011488,0.1532326334443796,0.1131736215511021,0.0715636948865218,0.1067263855198854,2.028343931713268,2.0999980021718816,1.9665398064302948,1.9665398064302948,rut,rut,aPbO2
"['Rh', 'Sn', 'V', 'Zr']",,,,0.0923633954872365,0.0555177449276608,0.2007932322706818,0.0730573725837166,0.0520504289852571,0.1630634141279703,,2.300929925183418,1.9669859922642836,1.9669859922642836,rut,rut,rut
"['Ir', 'Pb', 'Pt', 'Ti']",0.1099904657299238,0.0624769518362682,0.1619347757916456,0.1082102998292051,0.0636468785310361,0.1627078212729484,0.0959059815069929,0.0656316820251867,0.1291438863877436,2.1219699925541065,2.146470063344969,1.9702810590062505,1.9702810590062505,rut,rut,aPbO2
"['Mn', 'Ti', 'V', 'Zr']",0.1225922671062162,0.0722376854986187,0.1072799083559585,0.1238873148731651,0.0726253874095548,0.1038061124990994,0.1060694180266998,0.0782630631385446,0.0881200048532973,1.982891035925237,1.9743810988760109,2.0262962271771094,1.9743810988760109,bad,rut,aPbO2
"['Hf', 'Ir', 'Pt', 'Ti']",0.0515963969065253,0.068250062644641,0.1913284831032724,0.0519870490192655,0.0696036305218705,0.1904043548074367,0.0435234509198185,0.0623249149346851,0.1397706497987796,2.417530709406742,2.432547169750256,1.974663442858083,1.974663442858083,rut,rut,rut
"['Ir', 'Mn', 'Sn', 'Ti']",0.0767604490699084,0.0623611053500513,0.1552453039728769,0.0794160688344096,0.0589898816671428,0.1488883361149975,0.0683073670684197,0.081680203470615,0.1002192392354652,2.0752280206322418,1.976589517689342,2.147754876635889,1.976589517689342,bad,rut,bad
"['Pb', 'Pt', 'Ru', 'V']",,,,0.1233497551136217,0.0750258491248536,0.1449097235605299,0.1034885894466353,0.0665366229634308,0.12751823991261,,2.236585546160228,1.9778135250757827,1.9778135250757827,rut,rut,rut
"['Mn', 'Nb', 'Pt', 'Ti']",0.0932046780845114,0.0633712258920829,0.1375259516306375,0.0954019802909574,0.0678337554848662,0.1434890309145959,0.0809352021637,0.0751806681863448,0.1083001851432801,1.9792644073430106,2.095884489995689,2.0477837134310795,1.9792644073430106,aPbO2,rut,aPbO2
"['Ir', 'Pb', 'Rh', 'V']",,,,0.1230308440328932,0.0704719030724475,0.1243129380910552,0.1127265428252071,0.0775199020237101,0.0798283592116959,,2.0349449275104687,1.979347788475258,1.979347788475258,rut,rut,bad
"['Hf', 'Pb', 'Pt', 'Ru']",0.0959016918058146,0.0644624146980676,0.1717168381236611,0.0931695329503709,0.0705934737483639,0.1671375318247925,0.0821937223275907,0.0618824330911481,0.1422272529634156,2.2209782877842246,2.2928496928305204,1.9824358342628243,1.9824358342628243,rut,rut,rut
"['Ge', 'Pb', 'Ti', 'V']",0.1678062098000907,0.0614391555775701,0.172507511819143,0.1701985291103836,0.0734327688785568,0.1794612485042517,0.1535778999665595,0.0560379865082933,0.1576089258803943,2.178188756005371,2.4215739163993923,1.9885756803606607,1.9885756803606607,rut,rut,rut
"['Hf', 'Pb', 'Ru', 'Sn']",0.0939527840312696,0.0544059085482132,0.174235676936882,0.092516060250643,0.0606108725822574,0.1721281576762274,0.0796375058882367,0.0584792999695601,0.1525641716871257,2.083997673072444,2.162524465606639,1.9929089235763595,1.9929089235763595,rut,rut,aPbO2
"['Ge', 'Hf', 'Mn', 'Rh']",0.0695316966470226,0.0519870590728351,0.2325198963075037,0.0677759395252214,0.0510217267699637,0.2381613381143053,0.0584266906979657,0.0518432418487748,0.1673689102445648,2.5102527901079266,2.545841826304361,1.9957852619444003,1.9957852619444003,rut,rut,bad
"['Pt', 'Ru', 'Sn', 'V']",0.0571205457254949,0.0555441209699291,0.1931227855247703,0.0586855659717075,0.059034076021044,0.1844827904225559,0.0475974004717227,0.0596569524022099,0.1501833525874358,2.2423257845618028,2.2275262813805345,1.9963473615125369,1.9963473615125369,rut,rut,aPbO2
"['Ir', 'Pt', 'Ru', 'V']",,,,,,,0.0329562370343375,0.0586195214087994,0.1528867058378304,,,1.9973937558959143,1.9973937558959143,rut,rut,rut
"['Mn', 'Nb', 'V', 'Zr']",0.1278457115978181,0.0688111171609191,0.1237357352927004,0.130394608532418,0.0711119474379954,0.1194431061238772,0.112641267327435,0.083770195129314,0.135596709091831,1.9998113997741582,2.021464010974959,2.3548745526178587,1.9998113997741582,aPbO2,bad,aPbO2
"['Pt', 'Ru', 'Ti', 'V']",0.0558948738603958,0.053403468223118,0.2030278751587699,0.054971985072823,0.0533294029929076,0.2076856731287888,0.0392905470373919,0.0566705639650334,0.1578323759709645,2.290370784615197,2.3261549039867084,2.0001153935009146,2.0001153935009146,rut,rut,bad
"['Ir', 'Pt', 'Ti', 'V']",0.0505120680754968,0.0576901389613434,0.1978131081565388,0.0495301463237105,0.0603385808575225,0.2061869709032864,0.0427825692582888,0.0602960955054033,0.1494199678872307,2.3078504529199546,2.408427170095698,2.001974135771053,2.001974135771053,rut,rut,aPbO2
"['Pt', 'Rh', 'V', 'Zr']",0.0828136980712995,0.0639727925421218,0.1972002856273578,0.081446713133863,0.0647365595626201,0.1972693322164831,0.0740504980275973,0.0621755374780324,0.145112147193605,2.3939880465325176,2.4059178916613972,2.005949608635374,2.005949608635374,rut,rut,rut
"['Ge', 'Ir', 'Pt', 'Ti']",0.0473923455280182,0.0446291623623257,0.2179482506109336,0.0458484695707852,0.0504539767828019,0.2196112848202949,0.041091649291469,0.0559349597050281,0.1605588359949719,2.307111905532602,2.3866900715643076,2.007787411874657,2.007787411874657,rut,rut,aPbO2
"['Hf', 'Ru', 'Sn', 'Ti']",0.0743079323884567,0.0436275295705496,0.2117762533628377,0.0734074634544055,0.0440645491258512,0.2155988503544845,0.0576993361897687,0.0394551016728208,0.1890031361639605,2.2446143229885536,2.281341283336413,2.0089001184592643,2.0089001184592643,rut,rut,rut
"['Hf', 'Ir', 'Mn', 'Ru']",0.060038181761667,0.06773579150996,0.1925319170253869,0.0607977626928609,0.070596839886142,0.1985323553456188,0.0536686223065686,0.0626765426761263,0.1444368614258655,2.4179315372367824,2.5050463306956585,2.0103228588730433,2.0103228588730433,rut,rut,rut
"['Ir', 'Rh', 'Ti', 'Zr']",0.0701970926773485,0.0526629452867761,0.2272737476890718,0.0717309493627565,0.0538532232065489,0.2295813165309859,0.060274448147292,0.0534464509800794,0.1662220189323484,2.475271957554799,2.5082217487530065,2.010825311332647,2.010825311332647,rut,rut,aPbO2
"['Mn', 'Pb', 'Rh', 'V']",,,,0.1368377287757034,0.0729253006370762,0.1362616501674685,0.1229247010416536,0.0746676006304067,0.1027121767782643,,2.1478675296063585,2.011462154345006,2.011462154345006,rut,rut,bad
"['Hf', 'Pt', 'V', 'Zr']",0.0848318379987964,0.065481187547871,0.1494246823323282,,,,0.0604254583656542,0.0654194599356979,0.1369934339114857,2.090907139067033,,2.012885126501268,2.012885126501268,rut,rut,rut
"['Nb', 'Pb', 'Sn', 'Zr']",0.143319250018974,0.0733420804934403,0.1091142304225298,0.1414382139648631,0.0834767792611162,0.1217067037056116,0.158003122349934,0.0929427669118542,0.1674228067004284,2.0141382626445328,2.2806112517293426,2.7027453811965065,2.0141382626445328,aPbO2,aPbO2,aPbO2
"['Pb', 'Rh', 'Ti', 'V']",0.1346797179616677,0.0581768192467056,0.1839310440690607,0.1383425762877606,0.0582794274432209,0.1573440797265721,0.1146564944265584,0.0673069885711929,0.1429013408451123,2.2108346757166264,2.0223750527345894,2.0828085206161755,2.0223750527345894,bad,rut,aPbO2
"['Mn', 'Pb', 'Ti', 'V']",0.16776302476181,0.0719198423956623,0.1369457545082886,0.1657170601744001,0.0708134453742058,0.14268348578124,0.1592094765845609,0.0770187294190866,0.0940721848893764,2.132756506551201,2.145411631815513,2.0234172766462453,2.0234172766462453,rut,rut,bad
"['Ge', 'Hf', 'Pt', 'Ru']",0.0632484256631768,0.0608383944796203,0.2374416174393232,0.0629421256377945,0.0574109531087197,0.2288940388662439,0.0522603602268908,0.0493424266564435,0.1761596511151317,2.657748676919978,2.5463890674474325,2.027243809305255,2.027243809305255,rut,rut,rut
"['Hf', 'Pb', 'Rh', 'Ti']",0.1028967616229875,0.0415319735819193,0.2017292875576775,0.1032759489637485,0.0395221257398299,0.2003118315988654,0.085550531609165,0.0519256953239423,0.1715569591019541,2.1378468760687803,2.104512439745913,2.0282456241044393,2.0282456241044393,rut,rut,bad
"['Mn', 'Pb', 'V', 'Zr']",0.1523303289891174,0.0822601671942168,0.1219859785051928,,,,0.1385853834368444,0.0689335165618467,0.128547426808292,2.257148820773769,,2.028861210702806,2.028861210702806,rut,aPbO2,rut
"['Ge', 'Hf', 'Pb', 'Pt']",0.1058835200694621,0.0555748529354763,0.1999069643601538,0.1101926498454725,0.0537066423479868,0.2063572150729102,0.0915646939339977,0.0522330878894621,0.1715040586623333,2.2948491252143537,2.320508248435167,2.0322487763862402,2.0322487763862402,rut,rut,rut
"['Pb', 'Ti', 'V', 'Zr']",0.1501284264022502,0.0726903276670528,0.116535051247121,0.1513596536772186,0.0817342219604756,0.1207977850449619,0.132992837331482,0.0674842126784992,0.1359866294271743,2.0376732065118053,2.2407635938782455,2.0446135023898138,2.0376732065118053,aPbO2,aPbO2,rut
"['Mn', 'Pt', 'V', 'Zr']",0.1041505686761225,0.0812010209378568,0.1028541327693348,0.1030545797597076,0.0811442049316614,0.108636675759187,0.0945648921787582,0.079055292868007,0.0868672053019432,2.1486610328462525,2.172561946296507,2.0386212953552376,2.0386212953552376,rut,rut,rut
