Formula,sigma bond length_aPbO2,Cation sigma_aPbO2,DeltaH_aPbO2,sigma bond length_bad,Cation sigma_bad,DeltaH_bad,sigma bond length_rut,Cation sigma_rut,DeltaH_rut,rho_aPbO2,rho_bad,rho_rut,Min_rho,Min_Crystal_rho,Min_Crystal_DeltaH,Min_Crystal_sigma
"['Ge', 'Pb', 'Rh', 'Sn', 'V']",0.121046520969395,0.0528775273355011,0.2093424100505572,0.1264303702689277,0.0618774236478406,0.2047786069429676,0.1014205361149789,0.0519980842690978,0.1714833986590846,2.3335543438927266,2.4195325051174787,2.0287287536639935,2.0287287536639935,rut,rut,rut
"['Ge', 'Ir', 'Pt', 'Sn', 'Ti']",0.0585127888485071,0.0521375254298939,0.2261330366107642,0.0586285973977199,0.0493221470048022,0.2227899630381188,0.0505482241195816,0.0505586280226656,0.174322853895137,2.459754726071347,2.399575088199426,2.0298842771123256,2.0298842771123256,rut,rut,bad
"['Ir', 'Mn', 'Pt', 'Sn', 'Ti']",0.0647483615382559,0.0675046100506369,0.1375477793204368,0.0637975888901802,0.0652583861360148,0.1403429426726205,,,,2.0542251661795237,2.0303504061158146,,2.0303504061158146,bad,aPbO2,bad
"['Hf', 'Pb', 'Rh', 'Ru', 'Sn']",0.0851344571375407,0.0482667966021138,0.1965687975242367,0.085755866848146,0.0499904878021232,0.1942541345005032,0.0735927930332542,0.0581168913878312,0.1590137832856619,2.1738407640316093,2.1771252782045964,2.0313241854843413,2.0313241854843413,rut,rut,aPbO2
"['Hf', 'Pt', 'Ru', 'Sn', 'Zr']",0.0572750242682914,0.0603304473742914,0.2128140775220778,0.056659969759408,0.05765477361381,0.2116094872709744,0.042092983911895,0.0522597776024863,0.1713646552591832,2.4588945669178233,2.4134414386512923,2.0315888876237422,2.0315888876237422,rut,rut,rut
"['Ir', 'Rh', 'Ti', 'V', 'Zr']",0.0820665073940963,0.0572792985152644,0.2181913093992498,0.0800769768552714,0.0570085524795343,0.2280793199305115,0.0705071146426856,0.0514168090198929,0.1729709653808008,2.4599655392112116,2.534837250193158,2.0316571636423855,2.0316571636423855,rut,rut,rut
"['Ge', 'Mn', 'Pb', 'Sn', 'Zr']",0.1087616058817257,0.0607586370079868,0.2023367897828727,0.1064436709472492,0.0573583140407464,0.2055794320776378,0.1156208081362096,0.0507520960536418,0.1742091787125808,2.3852566844055225,2.3627601771680333,2.0317119060858575,2.0317119060858575,rut,rut,rut
"['Ge', 'Mn', 'Pb', 'Ru', 'Ti']",0.1140047526663122,0.0549165286012903,0.2089505175072624,0.1122078032157693,0.055364479244736,0.2018796145369101,0.1015114934439968,0.0590837541041344,0.1570236888137351,2.3566018225879564,2.3072888260753577,2.0331598977046945,2.0331598977046945,rut,rut,aPbO2
"['Mn', 'Nb', 'Rh', 'Ru', 'Ti']",,,,0.0741736340842277,0.0546964547805537,0.1830867644109965,0.0642325456674953,0.0643608243493956,0.1437935377220306,,2.1543299548143846,2.035764685304628,2.035764685304628,rut,rut,bad
"['Ge', 'Hf', 'Mn', 'Nb', 'Sn']",0.1012883523595391,0.0718398217782528,0.1413996080881354,0.1025885343167752,0.0680992881753336,0.1325575929624726,0.0857113623645443,0.0736271833828105,0.1240747391556048,2.156883149917045,2.0360084300859813,2.095097525621611,2.0360084300859813,bad,rut,bad
"['Hf', 'Ir', 'Rh', 'Ti', 'V']",0.0675913909607995,0.0558762174561331,0.2041671121306691,0.0683249015730194,0.0550021842800045,0.2093888518845617,0.0558041574114716,0.0610541993203106,0.1527738281829684,2.331886197105336,2.361161379932983,2.036930766862188,2.036930766862188,rut,rut,bad
"['Ir', 'Pb', 'Pt', 'Ru', 'V']",0.1077830165404068,0.0719830516016031,0.1617878020834147,0.1127147191878139,0.0756378204419881,0.1594556349375175,0.1327462195193541,0.071110564342851,0.1224617768431834,2.282911869707474,2.3337267700920608,2.0373879056680044,2.0373879056680044,rut,rut,rut
"['Ir', 'Pb', 'Rh', 'Sn', 'V']",0.1046705510868555,0.0623669391238402,0.159338634997836,0.1074955023560703,0.0616487972677554,0.1516106554750464,,,,2.102651844677537,2.0392162849489472,,2.0392162849489472,bad,bad,bad
"['Pb', 'Rh', 'Ti', 'V', 'Zr']",0.131277161517506,0.0632418026102573,0.1866205536703795,0.1314937025578911,0.0577162890154454,0.1826385741670428,0.1090398377051047,0.0654709216990963,0.1416360023984929,2.3063543221630787,2.194540083249267,2.0420949357919365,2.0420949357919365,rut,rut,bad
"['Ge', 'Mn', 'Pt', 'V', 'Zr']",0.1028605477604539,0.0756320845971586,0.123163603879346,0.104077223878214,0.0771330781801833,0.1362480251989076,0.0864445185222609,0.0773892178860704,0.0967414087712576,2.1298882014103784,2.2282938220135584,2.042374053702199,2.042374053702199,rut,rut,aPbO2
"['Hf', 'Ir', 'Pt', 'Sn', 'Ti']",0.0559583690576166,0.0600661884500989,0.1925255520540446,0.0573999978585153,0.0620147437463227,0.1911581048491996,0.0456409366751074,0.0604319986008821,0.1552090948147252,2.302019137177926,2.32066749092902,2.042892617756868,2.042892617756868,rut,rut,aPbO2
"['Hf', 'Ir', 'Mn', 'Pt', 'Sn']",0.058837070292901,0.0722039183703877,0.1525340050895188,0.0602032279990829,0.079466832042137,0.14598033683096,0.0533276323157028,0.0765122049274828,0.1012283164016402,2.2297020574269144,2.3265265841692275,2.0432179492282776,2.0432179492282776,rut,rut,aPbO2
"['Hf', 'Rh', 'Ru', 'Sn', 'Zr']",0.0628029813187612,0.0427488880004312,0.2379528650974926,0.0623132810117066,0.043880131040795,0.2311751227924709,0.0472376640164046,0.0441820250055021,0.1866061717584735,2.457578500438487,2.4109048692460755,2.043632749000069,2.043632749000069,rut,rut,aPbO2
"['Hf', 'Ir', 'Rh', 'Ru', 'V']",0.0568698528876125,0.0645101168526926,0.2142237054668989,0.0566546835832897,0.0599556109671547,0.2153499090431843,0.0476880665689754,0.0602808495462891,0.1557782425470982,2.527975375157624,2.4733114486847407,2.0442414281805035,2.0442414281805035,rut,rut,bad
"['Ce', 'Pb', 'Sn', 'Ti', 'Zr']",0.1144963801766065,0.0501925547671157,0.1768766839880491,0.1175094050663198,0.052005578272987,0.1756179928179754,0.0990298057521644,0.0503765684063729,0.1990102947934438,2.044351226796899,2.059954760041843,2.219758330311091,2.044351226796899,aPbO2,bad,aPbO2
"['Ir', 'Mn', 'Pb', 'Pt', 'Sn']",0.0938304434976254,0.075050278165884,0.1204393592994058,0.0857565936027891,0.0776212458914424,0.1202857791761466,0.0829044684591868,0.0781456097613295,0.0935600191835369,2.1044411790010815,2.155085216110957,2.045300309292216,2.045300309292216,rut,rut,aPbO2
"['Mn', 'Pb', 'Rh', 'Ru', 'Ti']",0.1014999040080925,0.0648857265672553,0.1649796493544762,0.100163462658517,0.0592351175868402,0.1723452151090675,0.0940275790705872,0.0710486297871199,0.1241753146584478,2.182241573667022,2.1426967745037464,2.045362282088108,2.045362282088108,rut,rut,bad
"['Ir', 'Mn', 'Pb', 'Ru', 'Sn']",0.1043313263206753,0.0746081748078883,0.1465450085733046,0.1030854901058189,0.0805081329336464,0.1464071407975616,0.0923138561578052,0.0740914374062116,0.1124312843286425,2.2382362167747414,2.3487724836839967,2.0453724340536334,2.0453724340536334,rut,rut,rut
"['Hf', 'Ir', 'Mn', 'Rh', 'Sn']",0.0607049413548031,0.063696543987557,0.1774751781573186,0.0598320611150705,0.0722921735013933,0.1778813710404236,0.0524926273517005,0.072007113314166,0.1208384434648238,2.2486121073208207,2.3919092995608855,2.0463436521727676,2.0463436521727676,rut,rut,aPbO2
"['Hf', 'Mn', 'Nb', 'Pt', 'Sn']",0.0804446837577832,0.0689532011935263,0.1316591272931084,0.0802206892807497,0.0754707615347251,0.1378282975432377,0.0673709187504285,0.0896829135682669,0.1225042326693177,2.0468461233815245,2.205030283496979,2.41206194010757,2.0468461233815245,aPbO2,rut,aPbO2
"['Ir', 'Mn', 'Pt', 'Ru', 'Zr']",0.0660806577388379,0.0838889659094612,0.1852361230742445,0.0679388681234416,0.0787028807609956,0.1853767387343879,0.0579351730224292,0.0640316994732069,0.1464936568690291,2.639799880053253,2.550039955355783,2.0470109548837794,2.0470109548837794,rut,rut,rut
"['Ge', 'Pb', 'Pt', 'Rh', 'V']",0.1108254083564226,0.0570807015920891,0.1841604798807054,0.1094649338051159,0.0558511441565476,0.1770087477324523,0.0996330822969857,0.0604528414152284,0.1557929632838806,2.1965405372398763,2.1256315103376497,2.047172518727856,2.047172518727856,rut,rut,bad
"['Hf', 'Ir', 'Pb', 'Pt', 'Ti']",0.0987329396212735,0.0653390824296903,0.1684930450207822,0.0974170214146373,0.0638975259963618,0.1734426113623989,0.0828641436662764,0.063699175016561,0.1474417100670486,2.2133671337690184,2.2237583302413353,2.0472574112488515,2.0472574112488515,rut,rut,rut
"['Ge', 'Pb', 'Sn', 'Ti', 'V']",0.1289767405716549,0.0568377860388307,0.1642842810833272,0.1320149215297189,0.0565347810977959,0.1696848239152032,,,,2.048245937871382,2.0823193478558504,,2.048245937871382,aPbO2,aPbO2,bad
"['Ir', 'Mn', 'Rh', 'Ru', 'Zr']",0.0687023166750525,0.0739604535325422,0.1794176236839362,0.0673941760872677,0.0706174136783867,0.1693788093597291,0.0593750648555753,0.0694993425801885,0.1302280154803824,2.430231847056098,2.307794569026251,2.049033488647596,2.049033488647596,rut,rut,rut
"['Mn', 'Rh', 'Sn', 'V', 'Zr']",0.1002730491713018,0.0725974617731484,0.1489709115180026,0.0993931411182968,0.0691019511109823,0.1499196588043354,0.0902628765898044,0.0747394992268847,0.1105901969176493,2.2154274429093763,2.1579870273633883,2.049623906393116,2.049623906393116,rut,rut,bad
"['Ge', 'Hf', 'Pt', 'V', 'Zr']",0.0957041301362605,0.0633450183984328,0.1746239691192478,0.0946619359213235,0.0627051746077218,0.1727687281336677,0.0734954399252683,0.061708343599491,0.1535360640604189,2.2231358807019252,2.2000438562044815,2.052947174411738,2.052947174411738,rut,rut,rut
"['Ge', 'Rh', 'Sn', 'Ti', 'Zr']",0.0887761614368823,0.0444405891559321,0.2127703073762454,0.091136323797457,0.0433366205915084,0.2018855369505551,0.0685262840281583,0.0519388305426141,0.175003648632741,2.2617826712953333,2.1590351694198513,2.054372165871609,2.054372165871609,rut,rut,bad
"['Ge', 'Ir', 'Mn', 'Rh', 'Sn']",0.0601131102266626,0.0668832319494141,0.1810510702445683,0.0622455027274002,0.0689155826246811,0.1769717336838212,0.0545653221909242,0.0705884875599826,0.1275592536481511,2.3242396673850627,2.3295036669730433,2.054913625659144,2.054913625659144,rut,rut,aPbO2
"['Mn', 'Pb', 'Pt', 'Rh', 'Zr']",0.0958467131303979,0.0660164744676336,0.1766880932466257,0.0892575825380375,0.0698806525592637,0.1857536316342198,0.0802107361199105,0.0612815316377706,0.1550654860924915,2.2802277885421995,2.4049410943794896,2.056003430136286,2.056003430136286,rut,rut,rut
"['Ge', 'Mn', 'Ru', 'V', 'Zr']",,,,0.1030804549123232,0.0636510758749035,0.1636415818549899,0.0849625115854753,0.0682010190590625,0.1358528597172984,,2.1528236062519723,2.057057417149223,2.057057417149223,rut,rut,bad
"['Ge', 'Hf', 'Pb', 'Pt', 'Sn']",,,,0.0897380536863646,0.0500527787382732,0.1789268515006917,,,,,2.0582099081564427,,2.0582099081564427,bad,bad,bad
"['Ge', 'Mn', 'Nb', 'Sn', 'V']",0.1055080860360617,0.0668544681590524,0.1464329282140923,0.1032067196077322,0.0689965702469603,0.1579561891944152,0.0876436000111574,0.0719764844748825,0.123554617040692,2.0963808004545355,2.206389890171169,2.06007663222975,2.06007663222975,rut,rut,aPbO2
"['Ge', 'Ir', 'Rh', 'Sn', 'V']",0.0642433380178331,0.0508918773041561,0.2169775511642896,0.0645533840295925,0.0520067137492553,0.219142696472339,0.0566076793997964,0.0616293115747303,0.1549288281506207,2.3704648490106948,2.4014216494742535,2.060884194585849,2.060884194585849,rut,rut,aPbO2
"['Mn', 'Nb', 'Pb', 'Pt', 'Ti']",0.1176141861285133,0.0805785642510257,0.1481586330946022,0.1178798558976788,0.0716553797266658,0.1437489051806018,0.1059875363772765,0.0748967648065788,0.1123050014455607,2.3598315035317596,2.1672036494741365,2.061061797264861,2.061061797264861,rut,rut,bad
"['Ge', 'Hf', 'Pt', 'Ru', 'V']",0.0683455719151026,0.0637284641762629,0.2145638217998161,0.0706161975687217,0.0619511338361039,0.2129022648469252,0.0568434209869921,0.0620026973327366,0.15402947718731,2.5194569050853124,2.4819473911690104,2.0611559946389275,2.0611559946389275,rut,rut,bad
"['Hf', 'Pb', 'Rh', 'Ru', 'Ti']",0.1033065466406616,0.0481219789198341,0.1956423826730549,0.1032995539171999,0.0489560642089739,0.198781130470298,0.0873991822947233,0.058694175828479,0.1620783235418748,2.1646202497634714,2.200117882059211,2.0618300173774515,2.0618300173774515,rut,rut,aPbO2
"['Hf', 'Mn', 'Pb', 'V', 'Zr']",0.1366613654400627,0.0786930961207637,0.1344707317601852,0.1389177797623551,0.0796932970646646,0.1383438488201271,0.1207573661483507,0.0704269466160751,0.1296401039950602,2.2490585443723314,2.2891775327192563,2.063349397641982,2.063349397641982,rut,rut,rut
"['Hf', 'Mn', 'Pb', 'Pt', 'Rh']",0.0840054656365043,0.0595956520123305,0.1895240812863342,0.0832554019070461,0.0601032374398629,0.1880998541867434,0.0765927751084003,0.0667661034717706,0.1415048793508397,2.2729297639508697,2.2698953725676545,2.0645625065467335,2.0645625065467335,rut,rut,aPbO2
"['Hf', 'Mn', 'Ru', 'V', 'Zr']",0.104054917365264,0.0624962133512954,0.1535023091187135,0.0979455724752789,0.0653210571011503,0.1638065478690443,0.0864573203290029,0.0697723107762369,0.1566043399941129,2.0659794695202023,2.1816524798528683,2.2114510294302048,2.0659794695202023,aPbO2,aPbO2,aPbO2
"['Hf', 'Ru', 'Sn', 'Ti', 'Zr']",0.0815163500604574,0.0434702763173222,0.2080298954487112,0.0822439324168996,0.0430826404630007,0.2062961774511698,0.0580951753717408,0.0445946320422809,0.1887542470623394,2.2116084308046005,2.1928989253591222,2.066000705293134,2.066000705293134,rut,rut,bad
"['Ge', 'Hf', 'Ru', 'Sn', 'Ti']",0.0829764123373071,0.0465057478019174,0.2245760524734009,0.0817720707945042,0.0472653989173486,0.2278054142480954,0.0605870919917754,0.0431657157278484,0.1908782377035322,2.382902052356368,2.4181583709450356,2.066369390651105,2.066369390651105,rut,rut,rut
"['Hf', 'Pt', 'Ru', 'Sn', 'V']",0.0602245889328098,0.0620032767152689,0.1971851842838177,0.0625102703040617,0.0625859119495048,0.1978396840527935,0.048012034913474,0.0638070092863373,0.1504426358473281,2.3647875582341555,2.37815965494459,2.0683786457092777,2.0683786457092777,rut,rut,aPbO2
"['Hf', 'Mn', 'Pb', 'Rh', 'Sn']",0.084162307710924,0.0573981437322584,0.2259824303406972,0.0866796549588021,0.0553037250373624,0.220287245832965,0.0755302533718811,0.0514121138945371,0.1779136077426258,2.5230642398078382,2.451288920796951,2.069087882604966,2.069087882604966,rut,rut,rut
"['Hf', 'Mn', 'Nb', 'Rh', 'Sn']",0.0769364435805131,0.0706203342888051,0.1753627093889562,0.0749748618881513,0.0675085582459078,0.1713138812625331,0.0620313841615249,0.0711765358627956,0.1280945959728953,2.3471350720126307,2.268210973964288,2.0691342179086685,2.0691342179086685,rut,rut,bad
"['Ge', 'Hf', 'Mn', 'Pb', 'Sn']",0.0985974951329483,0.0634244890444781,0.2133842387301072,0.101506558272383,0.0584786743129734,0.2104284005528157,0.090346240421612,0.0549788320473873,0.1713615372698697,2.5062606420169513,2.4153447707255506,2.071218454371433,2.071218454371433,rut,rut,rut
"['Hf', 'Ir', 'Mn', 'Pb', 'Ti']",0.1127714178802857,0.067326887564095,0.1858163476078957,0.1119430659520821,0.0664217550435315,0.1860982399146152,0.0986529582627514,0.0665145547996995,0.1434839260189292,2.364383497188858,2.352033287214102,2.072128757866742,2.072128757866742,rut,rut,bad
"['Hf', 'Mn', 'Nb', 'Pb', 'V']",0.1341788188053179,0.0748341217830764,0.1149157881259483,0.1413700688765035,0.0835184886945648,0.1200566362724757,0.1232862168543927,0.0924258895062537,0.1137380965916904,2.0725197217367954,2.2736985283387794,2.431693572062559,2.0725197217367954,aPbO2,rut,aPbO2
"['Pb', 'Ru', 'Sn', 'Ti', 'Zr']",0.1099971983781568,0.0532434803965243,0.1854517666560319,0.1108911200693167,0.0553539924308048,0.1833429775022715,0.0883225299602562,0.0575703942756786,0.1662348893265708,2.151954931937099,2.1656026595352014,2.0734599216055565,2.0734599216055565,rut,rut,aPbO2
"['Mn', 'Pt', 'Ru', 'V', 'Zr']",0.0838161488308528,0.0742487944115349,0.1421890373995019,0.09081093641059,0.0690750965193987,0.1404365949364184,0.0764420053725528,0.0755906000354482,0.1120070882509289,2.2064324924289704,2.1001701399319352,2.073718152313576,2.073718152313576,rut,rut,bad
"['Ir', 'Mn', 'Pt', 'Ti', 'Zr']",0.07920610551913,0.0684020940607787,0.1740378221966217,0.0798598827653057,0.0723060571278061,0.1634269316116764,0.0679180658787448,0.0714046857725739,0.1281363292306999,2.3012912912322396,2.2989023265217154,2.073743977524943,2.073743977524943,rut,rut,aPbO2
"['Pb', 'Ru', 'Sn', 'Ti', 'V']",0.121089609256618,0.0655835159683047,0.1747942639865741,0.1218429968986476,0.0591061729540355,0.1792904080777518,0.0979231195484416,0.0623800543645311,0.1551549159373891,2.260228435831641,2.1906984519234944,2.0749464209559343,2.0749464209559343,rut,rut,bad
"['Ir', 'Mn', 'Ru', 'Sn', 'Ti']",0.0709877405952704,0.0607539034245318,0.1755751330690174,0.067329696282868,0.0615254524040615,0.1754813201560693,0.0640549684982522,0.0699395415549866,0.1333582028823542,2.1891685002472556,2.200494720699599,2.0750749661628856,2.0750749661628856,rut,rut,aPbO2
"['Hf', 'Ir', 'Pb', 'Ti', 'Zr']",0.1088757604840588,0.0628491883844488,0.1900191269487088,0.1073558971722212,0.0593777052381864,0.1812081527818314,0.0901637055388405,0.0554600631524378,0.1709236662763423,2.3248952718591873,2.2087110460410346,2.0751650999101585,2.0751650999101585,rut,rut,rut
"['Ge', 'Pt', 'Ru', 'Sn', 'Ti']",0.0613012348761482,0.0512928912287512,0.2304951166344352,0.0606481735274816,0.049703890962999,0.2272678674418131,0.0507264033814328,0.0551398696113235,0.1715930421686636,2.4856084435376866,2.4408462564118096,2.0753021808925722,2.0753021808925722,rut,rut,bad
"['Ir', 'Rh', 'Sn', 'V', 'Zr']",0.0740521292071646,0.0637302840655076,0.2234386159218893,0.0730774886587155,0.0631159820803173,0.2255488857231817,0.0631541226410368,0.0564137355806377,0.1689879602270046,2.5869733282234533,2.594794751045054,2.0754520516513746,2.0754520516513746,rut,rut,rut
"['Ge', 'Hf', 'Ir', 'Mn', 'V']",0.0907154478927652,0.0750462112990892,0.1828445449859423,0.0881644484110893,0.0715210452138894,0.1798060311111321,0.0719913637127335,0.0705314062108064,0.1319237189773808,2.47110487712585,2.391734088176902,2.0781202533888568,2.0781202533888568,rut,rut,rut
"['Ir', 'Mn', 'Pb', 'Rh', 'Ti']",0.0989871626467886,0.0666162561269815,0.1655696359360988,0.1016827252035967,0.0657851716435397,0.1577869386039694,0.0958943609465025,0.0722336278394826,0.1260972574989964,2.2150478973929193,2.149865701866621,2.0786738068590194,2.0786738068590194,rut,rut,bad
"['Ir', 'Mn', 'Nb', 'Rh', 'V']",0.0751534220476862,0.073968449885685,0.2007632595682721,0.0770537404620844,0.0776994482268179,0.187025342068155,0.0696976603635127,0.0684439199554126,0.1388051843731844,2.574137276724297,2.5435357527083324,2.07891716262526,2.07891716262526,rut,rut,rut
"['Ge', 'Pb', 'Pt', 'Ru', 'V']",,,,0.1110317625398126,0.0699409392095459,0.2018495152544652,0.0996720047159632,0.0620392782175159,0.1568024739277568,,2.51824931998789,2.0802199802745496,2.0802199802745496,rut,rut,rut
"['Ge', 'Hf', 'Ir', 'Mn', 'Rh']",0.0656292189002843,0.0681706250639497,0.2075518445810097,0.0622351578227547,0.0640530222028581,0.2013373872325722,0.0569269394342081,0.0719384310680224,0.127606779860212,2.5322213253142785,2.425508565025078,2.0811280388900144,2.0811280388900144,rut,rut,bad
"['Ge', 'Mn', 'Nb', 'Pt', 'Zr']",0.0988237938124774,0.0827701225831673,0.1795434454111372,0.0968845168550592,0.0809524114532196,0.1829709328297028,0.0811897110491378,0.0643213312230199,0.1513050187753933,2.5846466311101945,2.5738138757502096,2.0827935844700702,2.0827935844700702,rut,rut,rut
"['Hf', 'Ir', 'Pb', 'Pt', 'Sn']",0.0777442066901476,0.0709745840373214,0.1645374037116347,0.0796874092695558,0.0716877150455334,0.1655896915438553,0.06913998196023,0.0682851464165985,0.1400616388399591,2.2827180496369808,2.3018175312466953,2.083470529367616,2.083470529367616,rut,rut,rut
"['Ge', 'Ir', 'Pt', 'Ru', 'V']",0.0458381803823896,0.0516079689609209,0.2263891128932492,0.045112323409152,0.0565644127758658,0.2294448163552907,0.0388974352744456,0.0563251712761003,0.1705603692615078,2.4556088410630568,2.5402060169632166,2.0854896118312634,2.0854896118312634,rut,rut,aPbO2
"['Ge', 'Hf', 'Rh', 'Ru', 'Sn']",0.0672654312649446,0.0464278768999843,0.25148704838845,0.0696253478442439,0.0464558331990709,0.254118977443813,0.0579796401844026,0.048604706946712,0.184931075659896,2.6096054175091523,2.6323888612313,2.0857167192547426,2.0857167192547426,rut,rut,aPbO2
"['Ir', 'Mn', 'Pb', 'Pt', 'V']",0.1203473107576327,0.0877307042336083,0.0933443533144078,0.1129056442993397,0.0876943470832613,0.0894025406822216,0.1096633259909678,0.0850149019225896,0.0610703935060719,2.2509474352598158,2.2359201903870227,2.0888196680896427,2.0888196680896427,rut,rut,rut
"['Ir', 'Pb', 'Rh', 'Ru', 'Ti']",0.1246371134155938,0.0532649592480734,0.1773662495088565,0.0941747842076904,0.0532974875702207,0.1794422775794323,,,,2.09095558049426,2.1070604658724035,,2.09095558049426,aPbO2,aPbO2,aPbO2
"['Ce', 'Hf', 'Pb', 'Ti', 'Zr']",0.1287684374737721,0.0561760621706142,0.1760545746501371,0.1173501179314978,0.053681327589198,0.1768072692346002,0.0997948362140826,0.0565733383795492,0.2146924508716573,2.1233816940343444,2.0926984958300134,2.4232831826232437,2.0926984958300134,bad,aPbO2,bad
"['Hf', 'Ir', 'Pt', 'Ti', 'V']",0.0628484423252827,0.071259543769276,0.1955152184680287,0.0638881819083245,0.0661022018285923,0.1932835092226724,0.0515888387559379,0.065552868386541,0.1497245194611508,2.494453893358038,2.3979401908624323,2.0940596037769437,2.0940596037769437,rut,rut,rut
"['Hf', 'Pb', 'Pt', 'Ru', 'V']",0.1051877086181625,0.0670919475307148,0.1758866876096725,0.1080697576966829,0.0758846457003187,0.1640627917913938,0.0931444077165729,0.072175851716925,0.1291541070896009,2.2922169162084463,2.36628301786532,2.094136622781653,2.094136622781653,rut,rut,aPbO2
"['Ge', 'Pb', 'Pt', 'Ru', 'Ti']",0.1094274613537381,0.057018607099343,0.2206606627941617,0.1015911274097298,0.0612658908561438,0.2133641722469654,0.0919650341152637,0.057313863658933,0.169731100976346,2.4760624627553076,2.475966705042029,2.0945008929622246,2.0945008929622246,rut,rut,aPbO2
"['Ge', 'Hf', 'Ir', 'Pt', 'Sn']",0.0603044183653924,0.0635162659304631,0.2321376715577152,0.060266348833221,0.0664118742361695,0.2247707758470064,0.0531357158366525,0.0518859371858992,0.1807900525378961,2.651151574018416,2.6344034940383065,2.097596655356084,2.097596655356084,rut,rut,rut
"['Pt', 'Ru', 'Ti', 'V', 'Zr']",0.0792845953746862,0.0557307879566622,0.216156196528285,0.0800756423646186,0.0590147864501704,0.2140894500604552,0.0605750948756049,0.0532947606166365,0.1781974349298671,2.423927034058307,2.4508832348273066,2.097634293293145,2.097634293293145,rut,rut,rut
"['Ge', 'Ir', 'Mn', 'Pb', 'Pt']",0.1019522565568384,0.0724198986556159,0.1644256029197897,0.1014347759180145,0.0690289927453669,0.1629100607661776,0.0970087601276527,0.0731069776331207,0.1265928512700163,2.307200300816561,2.238656144189541,2.0982870289513715,2.0982870289513715,rut,rut,bad
"['Ge', 'Ir', 'Mn', 'Rh', 'Zr']",,,,0.0806208968153878,0.0759861741671673,0.2072058956161292,0.0667490767326394,0.0631421922721993,0.1569016538119449,,2.65104320980389,2.0993105444564137,2.0993105444564137,rut,rut,rut
"['Hf', 'Pb', 'Ru', 'Sn', 'V']",0.1082964175634707,0.0578668146822734,0.1695018212894524,0.1118623047294697,0.0609633021176563,0.1711693162304641,0.0874524831633908,0.0616791225268939,0.1612443828292242,2.1013263912503595,2.1613036503713365,2.104212007743747,2.1013263912503595,aPbO2,rut,aPbO2
"['Ge', 'Mn', 'Pb', 'Ru', 'V']",0.1233910747905303,0.0718832234952356,0.1624549043025247,0.1367459250571258,0.0790942270417715,0.1560686525892528,0.1148446451713872,0.0732332599947854,0.1268138604368466,2.285355785504523,2.3769571297472765,2.101924036389043,2.101924036389043,rut,rut,aPbO2
"['Ge', 'Hf', 'Pb', 'Rh', 'Ti']",0.104171126473925,0.046054382870407,0.235296153325244,0.1054093759366868,0.0457181640632145,0.2249094935395149,0.0924738349397267,0.0510990814909387,0.1830298327198974,2.468197034942859,2.3771800872298012,2.1040311100272553,2.1040311100272553,rut,rut,bad
"['Mn', 'Nb', 'Rh', 'Sn', 'V']",0.09237400958867,0.0684359066805333,0.1530886610339408,0.0928460180311605,0.0749870901884532,0.1589831540479465,0.0834279116524722,0.0769389981626775,0.112884949351887,2.165855982780963,2.319106378115878,2.1053649740661724,2.1053649740661724,rut,rut,aPbO2
"['Ge', 'Pb', 'Pt', 'Rh', 'Ru']",0.0912850941715454,0.057108487223969,0.1990785561570696,0.0922092754120712,0.0562175135582871,0.195930496903221,0.0892855751461572,0.062110597443155,0.1607693013246681,2.3094259005577893,2.2730734365551015,2.1080667090376157,2.1080667090376157,rut,rut,bad
"['Mn', 'Rh', 'Ru', 'V', 'Zr']",0.0887816806066248,0.0666845543201553,0.1669987132787191,0.0890006043378903,0.0663242506499689,0.149828015560454,,,,2.2256805575866787,2.1082200649031146,,2.1082200649031146,bad,bad,bad
"['Ir', 'Pt', 'Ru', 'Ti', 'V']",,,,0.0457621144616548,0.0526422928183819,0.2300914207616557,0.0364756532502304,0.0548388058431695,0.17671886036658,,2.4980021642519663,2.1087195401676704,2.1087195401676704,rut,rut,bad
"['Mn', 'Nb', 'Pt', 'Rh', 'V']",0.0806029781832372,0.0745333185639638,0.1613319589948986,0.0812814784550612,0.0707402089392192,0.151239399754067,0.0704363557043083,0.0754922365506352,0.1195963212554176,2.325317980755691,2.1954425392566512,2.1089933393140914,2.1089933393140914,rut,rut,bad
"['Ir', 'Mn', 'Pb', 'V', 'Zr']",0.1376140739328305,0.0896580573343524,0.1345147047857288,0.1353691616487231,0.0934562729311584,0.1360315853156798,0.1257604802819292,0.0797347203310302,0.1010142549786841,2.467639087006945,2.5521905086958934,2.1099352059357024,2.1099352059357024,rut,rut,rut
"['Mn', 'Pb', 'Rh', 'Sn', 'Zr']",0.0895956367706761,0.0588431113159834,0.1965160488449207,0.0885263072498269,0.0539083714236577,0.2069964218746939,0.0781773944905241,0.0575553864010424,0.1714645933350645,2.3142581678668313,2.32815301922156,2.1106520582882684,2.1106520582882684,rut,rut,bad
"['Hf', 'Mn', 'Pb', 'Rh', 'Ru']",0.0937644790781137,0.0602699229617215,0.1866750283429276,0.0989292804917366,0.0607784988348842,0.1883501856906953,0.0858264727047267,0.0647442056995023,0.1546691254137279,2.2619186755160414,2.2817367544727665,2.1118099017875744,2.1118099017875744,rut,rut,aPbO2
